# wavelength, spectrum
1.315789999999999964e+03,6.794259153943427165e-01
1.317400000000000091e+03,6.737775097968284888e-01
1.319009999999999991e+03,6.685925638577158159e-01
1.320619999999999891e+03,6.622258304319238453e-01
1.322230000000000018e+03,6.561844566191952222e-01
1.323839999999999918e+03,6.486773376424694870e-01
1.325450000000000045e+03,6.411484009906397441e-01
1.327059999999999945e+03,6.321205840141713717e-01
1.328670000000000073e+03,6.228779826946503340e-01
1.330279999999999973e+03,6.110421569451915946e-01
1.331890000000000100e+03,5.988706520427932167e-01
1.333500000000000000e+03,5.834250735670778454e-01
1.335109999999999900e+03,5.692917601416275231e-01
1.336720000000000027e+03,5.520068988981533531e-01
1.338339999999999918e+03,5.351076967466483758e-01
1.339950000000000045e+03,5.191966296381007595e-01
1.341559999999999945e+03,5.050613533672213551e-01
1.343170000000000073e+03,4.937915100498066479e-01
1.344779999999999973e+03,4.838316813494493718e-01
1.346400000000000091e+03,4.757048405649467737e-01
1.348009999999999991e+03,4.700855965541109738e-01
1.349619999999999891e+03,4.634101151434519839e-01
1.351240000000000009e+03,4.576532725523035916e-01
1.352849999999999909e+03,4.516030174898391647e-01
1.354460000000000036e+03,4.472618609287902780e-01
1.356079999999999927e+03,4.423639221341467143e-01
1.357690000000000055e+03,4.375509568157305851e-01
1.359309999999999945e+03,4.316271412097384963e-01
1.360920000000000073e+03,4.249096979312154687e-01
1.362539999999999964e+03,4.171143815664916099e-01
1.364150000000000091e+03,4.084087605408311950e-01
1.365769999999999982e+03,4.023297280674903997e-01
1.367380000000000109e+03,3.953845275664056302e-01
1.369000000000000000e+03,3.898279745226198578e-01
1.370609999999999900e+03,3.845333872765988592e-01
1.372230000000000018e+03,3.785024863445170529e-01
1.373849999999999909e+03,3.734323712690132968e-01
1.375460000000000036e+03,3.685638532090311781e-01
1.377079999999999927e+03,3.619475293263771376e-01
1.378700000000000045e+03,3.575741386006253686e-01
1.380309999999999945e+03,3.514614986530146812e-01
1.381930000000000064e+03,3.458831653770358394e-01
1.383549999999999955e+03,3.394956304791357793e-01
1.385170000000000073e+03,3.333138675625426650e-01
1.386779999999999973e+03,3.282161355325362573e-01
1.388400000000000091e+03,3.225070508233032762e-01
1.390019999999999982e+03,3.158639991634515920e-01
1.391640000000000100e+03,3.110257040526982486e-01
1.393259999999999991e+03,3.043303902357838431e-01
1.394880000000000109e+03,2.989121136670203072e-01
1.396500000000000000e+03,2.931874843066559766e-01
1.398119999999999891e+03,2.877849227608283988e-01
1.399740000000000009e+03,2.828319975519547613e-01
1.401359999999999900e+03,2.781753561468581215e-01
1.402980000000000018e+03,2.727694851624995476e-01
1.404599999999999909e+03,2.695076585996484808e-01
1.406220000000000027e+03,2.643369526134785041e-01
1.407839999999999918e+03,2.609912009252931542e-01
1.409460000000000036e+03,2.576359382673936160e-01
1.411079999999999927e+03,2.539782187598998431e-01
1.412700000000000045e+03,2.511718835933799965e-01
1.414319999999999936e+03,2.484167632266494341e-01
1.415940000000000055e+03,2.452103050265934392e-01
1.417569999999999936e+03,2.434046807747256569e-01
1.419190000000000055e+03,2.409925386527429769e-01
1.420809999999999945e+03,2.387317203786682163e-01
1.422430000000000064e+03,2.373710896596943343e-01
1.424059999999999945e+03,2.357537874108422415e-01
1.425680000000000064e+03,2.346794161520380506e-01
1.427299999999999955e+03,2.333279556782463793e-01
1.428930000000000064e+03,2.323230448246135504e-01
1.430549999999999955e+03,2.320776337518415111e-01
1.432170000000000073e+03,2.303316114638716550e-01
1.433799999999999955e+03,2.306930001059341595e-01
1.435420000000000073e+03,2.292671953502168902e-01
1.437049999999999955e+03,2.301984701915532894e-01
1.438670000000000073e+03,2.290580695962111668e-01
1.440299999999999955e+03,2.293850396354409349e-01
1.441920000000000073e+03,2.286883261798363376e-01
1.443549999999999955e+03,2.296669654485131162e-01
1.445170000000000073e+03,2.290352306834650686e-01
1.446799999999999955e+03,2.307962669508347442e-01
1.448430000000000064e+03,2.311352957359969484e-01
1.450049999999999955e+03,2.318908473545873983e-01
1.451680000000000064e+03,2.325444714384149181e-01
1.453309999999999945e+03,2.332495711835773922e-01
1.454930000000000064e+03,2.338961325211621201e-01
1.456559999999999945e+03,2.349300295257365223e-01
1.458190000000000055e+03,2.343189251377258697e-01
1.459809999999999945e+03,2.355764506492849242e-01
1.461440000000000055e+03,2.354255108283030418e-01
1.463069999999999936e+03,2.373333628902163372e-01
1.464700000000000045e+03,2.375505934003267761e-01
1.466329999999999927e+03,2.390555097241336691e-01
1.467960000000000036e+03,2.393751205333739807e-01
1.469589999999999918e+03,2.414358285664566228e-01
1.471210000000000036e+03,2.409512776026807024e-01
1.472839999999999918e+03,2.441940635195713749e-01
1.474470000000000027e+03,2.445998945142318914e-01
1.476099999999999909e+03,2.468039569130045796e-01
1.477730000000000018e+03,2.476035541144780971e-01
1.479359999999999900e+03,2.498226409671926440e-01
1.480990000000000009e+03,2.510354871104248931e-01
1.482619999999999891e+03,2.532641546015192424e-01
1.484259999999999991e+03,2.543203233861384138e-01
1.485890000000000100e+03,2.563932844653265541e-01
1.487519999999999982e+03,2.587681684962584994e-01
1.489150000000000091e+03,2.606942885309800895e-01
1.490779999999999973e+03,2.624715266488508170e-01
1.492410000000000082e+03,2.638387340757389343e-01
1.494049999999999955e+03,2.652133954725186538e-01
1.495680000000000064e+03,2.678531580676908330e-01
1.497309999999999945e+03,2.686735979374073602e-01
1.498940000000000055e+03,2.710683210449696956e-01
1.500579999999999927e+03,2.727728173577011472e-01
1.502210000000000036e+03,2.741552275341292977e-01
1.503839999999999918e+03,2.763987019433685188e-01
1.505480000000000018e+03,2.772435731320088692e-01
1.507109999999999900e+03,2.796595346285065120e-01
1.508750000000000000e+03,2.811136754688182138e-01
1.510380000000000109e+03,2.827348235839989843e-01
1.512019999999999982e+03,2.849625989698422734e-01
1.513650000000000091e+03,2.861681584468033224e-01
1.515289999999999964e+03,2.865992847261392695e-01
1.516920000000000073e+03,2.894125899561962312e-01
1.518559999999999945e+03,2.902400102968329398e-01
1.520190000000000055e+03,2.911888435358711558e-01
1.521829999999999927e+03,2.921443916529511964e-01
1.523460000000000036e+03,2.936932189027161022e-01
1.525099999999999909e+03,2.945124153972700221e-01
1.526740000000000009e+03,2.959939686241126466e-01
1.528369999999999891e+03,2.964607023612598757e-01
1.530009999999999991e+03,2.978425460844317807e-01
1.531650000000000091e+03,2.981386604300414467e-01
1.533289999999999964e+03,2.994132369671277383e-01
1.534920000000000073e+03,3.000161817266847053e-01
1.536559999999999945e+03,3.005707650932382680e-01
1.538200000000000045e+03,3.015698861124982422e-01
1.539839999999999918e+03,3.015724182784657037e-01
1.541480000000000018e+03,3.027803146391852551e-01
1.543119999999999891e+03,3.033851288597959606e-01
1.544759999999999991e+03,3.037115722413021301e-01
1.546400000000000091e+03,3.046042689201003961e-01
1.548039999999999964e+03,3.053028209182171993e-01
1.549680000000000064e+03,3.048323130237276524e-01
1.551319999999999936e+03,3.059592143292004240e-01
1.552960000000000036e+03,3.062169355796663939e-01
1.554599999999999909e+03,3.064275672656671667e-01
1.556240000000000009e+03,3.070931363532808933e-01
1.557880000000000109e+03,3.074315009839233004e-01
1.559519999999999982e+03,3.074787075977398199e-01
1.561160000000000082e+03,3.067497251376362644e-01
1.562799999999999955e+03,3.071121027954418214e-01
1.564440000000000055e+03,3.069982429195581841e-01
1.566089999999999918e+03,3.071959436248535291e-01
1.567730000000000018e+03,3.071740934925283883e-01
1.569369999999999891e+03,3.068414092024531192e-01
1.571009999999999991e+03,3.072112577702372227e-01
1.572660000000000082e+03,3.066317498532701857e-01
1.574299999999999955e+03,3.061249864387152186e-01
1.575940000000000055e+03,3.057733102287295557e-01
1.577589999999999918e+03,3.058561901909828684e-01
1.579230000000000018e+03,3.052120222636441893e-01
1.580880000000000109e+03,3.048894238332296447e-01
1.582519999999999982e+03,3.034536565960812005e-01
1.584170000000000073e+03,3.041902500501600382e-01
1.585809999999999945e+03,3.028994478378218003e-01
1.587460000000000036e+03,3.019777658268740228e-01
1.589099999999999909e+03,3.021852555725758616e-01
1.590750000000000000e+03,3.006616249099864913e-01
1.592390000000000100e+03,3.003528178539535132e-01
1.594039999999999964e+03,2.994608474592695968e-01
1.595690000000000055e+03,2.986514694986598939e-01
1.597329999999999927e+03,2.980094241100977870e-01
1.598980000000000018e+03,2.963271883779304838e-01
1.600630000000000109e+03,2.955335096390126481e-01
1.602269999999999982e+03,2.935387320935645139e-01
1.603920000000000073e+03,2.930897387325733239e-01
1.605569999999999936e+03,2.912274800549046194e-01
1.607220000000000027e+03,2.900022202053654796e-01
1.608869999999999891e+03,2.881486432914843743e-01
1.610509999999999991e+03,2.859205298077202584e-01
1.612160000000000082e+03,2.848313538403982048e-01
1.613809999999999945e+03,2.815318259234323994e-01
1.615460000000000036e+03,2.808901180771269934e-01
1.617109999999999900e+03,2.785122737537593651e-01
1.618759999999999991e+03,2.763836397257324884e-01
1.620410000000000082e+03,2.742625882600436271e-01
1.622059999999999945e+03,2.726725221642077313e-01
1.623710000000000036e+03,2.709338470916771713e-01
1.625359999999999900e+03,2.692024665178345266e-01
1.627009999999999991e+03,2.662088095711335756e-01
1.628660000000000082e+03,2.650678396299870898e-01
1.630309999999999945e+03,2.627448947448107197e-01
1.631960000000000036e+03,2.603027464807627922e-01
1.633619999999999891e+03,2.581778346267664115e-01
1.635269999999999982e+03,2.558229476900792942e-01
1.636920000000000073e+03,2.534647099579754870e-01
1.638569999999999936e+03,2.513575045812149744e-01
1.640230000000000018e+03,2.484112516310928997e-01
1.641880000000000109e+03,2.446782403067723766e-01
1.643529999999999973e+03,2.405086041989502876e-01
1.645190000000000055e+03,2.354065814407758361e-01
1.646839999999999918e+03,2.293820113402640359e-01
1.648490000000000009e+03,2.229636466991065935e-01
1.650150000000000091e+03,2.157176980626243634e-01
1.651799999999999955e+03,2.068266492072887430e-01
1.653460000000000036e+03,1.988016685323519550e-01
1.655109999999999900e+03,1.876194991211562191e-01
1.656769999999999982e+03,1.794533589106553362e-01
1.658420000000000073e+03,1.707730298104229993e-01
1.660079999999999927e+03,1.632960707190022620e-01
1.661730000000000018e+03,1.578259078000765203e-01
1.663390000000000100e+03,1.537009037749366425e-01
1.665049999999999955e+03,1.495874240206533923e-01
1.666700000000000045e+03,1.487371187601395917e-01
1.668359999999999900e+03,1.464107886180436302e-01
1.670019999999999982e+03,1.447417912354354852e-01
1.671670000000000073e+03,1.436161457275479114e-01
1.673329999999999927e+03,1.446122962982967775e-01
1.674990000000000009e+03,1.419146995606396788e-01
1.676650000000000091e+03,1.446669593210936633e-01
1.678299999999999955e+03,1.439939496343462522e-01
1.679960000000000036e+03,1.461256883758728919e-01
1.681619999999999891e+03,1.467559031743232711e-01
1.683279999999999973e+03,1.522593973497305408e-01
1.684940000000000055e+03,1.518142238622980089e-01
1.686599999999999909e+03,1.569058427627408048e-01
1.688259999999999991e+03,1.573627661125920618e-01
1.689920000000000073e+03,1.607138393280772293e-01
1.691579999999999927e+03,1.640676523385118657e-01
1.693240000000000009e+03,1.690493388844536704e-01
1.694900000000000091e+03,1.706714753974232779e-01
1.696559999999999945e+03,1.768736077400092921e-01
1.698220000000000027e+03,1.766396011785530129e-01
1.699880000000000109e+03,1.834235936811262901e-01
1.701549999999999955e+03,1.929488908345575737e-01
1.703210000000000036e+03,1.993365166641998254e-01
1.704869999999999891e+03,2.033171548800022654e-01
1.706529999999999973e+03,2.098994528238655177e-01
1.708190000000000055e+03,2.132565737434186370e-01
1.709859999999999900e+03,2.266033166296177459e-01
1.711519999999999982e+03,2.279710732335413770e-01
1.713180000000000064e+03,2.364197892605451878e-01
1.714849999999999909e+03,2.380875730333202045e-01
1.716509999999999991e+03,2.450948246361008553e-01
1.718180000000000064e+03,2.524281690016746404e-01
