# wavelength, spectrum
3.954800000000000182e+02,2.472742175845224835e-02
3.959700000000000273e+02,2.495525786861668011e-02
3.964599999999999795e+02,2.588853253337154367e-02
3.969499999999999886e+02,2.596832670251850161e-02
3.974399999999999977e+02,2.567828715025397696e-02
3.979300000000000068e+02,2.545609874139561496e-02
3.984200000000000159e+02,2.561161257139526679e-02
3.989100000000000250e+02,2.526490562623616778e-02
3.993999999999999773e+02,2.550462893587421981e-02
3.998899999999999864e+02,2.646789268922352528e-02
4.003799999999999955e+02,2.716758045724516901e-02
4.008700000000000045e+02,2.769283477011249064e-02
4.013600000000000136e+02,2.774318130280976555e-02
4.018399999999999750e+02,2.824297389436817435e-02
4.023299999999999841e+02,2.735772326362383849e-02
4.028199999999999932e+02,2.778944198943569810e-02
4.033100000000000023e+02,2.813558574109481514e-02
4.038000000000000114e+02,2.895595316115254919e-02
4.042900000000000205e+02,2.862021276545361967e-02
4.047699999999999818e+02,2.862985471285104180e-02
4.052599999999999909e+02,2.937172370082508435e-02
4.057500000000000000e+02,2.970647893757165023e-02
4.062400000000000091e+02,2.953289011519594914e-02
4.067200000000000273e+02,2.895684545244643290e-02
4.072099999999999795e+02,2.921644626561810745e-02
4.076999999999999886e+02,3.043881641963943827e-02
4.081899999999999977e+02,3.021276678474849042e-02
4.086700000000000159e+02,3.120748679978728457e-02
4.091600000000000250e+02,3.147012506687870553e-02
4.096499999999999773e+02,3.150175899637317617e-02
4.101299999999999955e+02,3.128536042534058731e-02
4.106200000000000045e+02,3.189627194317960768e-02
4.111100000000000136e+02,3.191389255252503887e-02
4.115899999999999750e+02,3.253663312630910437e-02
4.120799999999999841e+02,3.299547394018348401e-02
4.125600000000000023e+02,3.246163384554337505e-02
4.130500000000000114e+02,3.366314276954109758e-02
4.135400000000000205e+02,3.329190462919640048e-02
4.140199999999999818e+02,3.345940633192299313e-02
4.145099999999999909e+02,3.347560497600749613e-02
4.149900000000000091e+02,3.411905939755078415e-02
4.154800000000000182e+02,3.373578275550681571e-02
4.159599999999999795e+02,3.444478598490052085e-02
4.164499999999999886e+02,3.485873759871614685e-02
4.169300000000000068e+02,3.510196279231700411e-02
4.174200000000000159e+02,3.514263686419952237e-02
4.178999999999999773e+02,3.568650611960107188e-02
4.183899999999999864e+02,3.638643412178900471e-02
4.188700000000000045e+02,3.607640352275422180e-02
4.193500000000000227e+02,3.609847630071009311e-02
4.198399999999999750e+02,3.656671194369657402e-02
4.203199999999999932e+02,3.723149538858722823e-02
4.208100000000000023e+02,3.740747594184818531e-02
4.212900000000000205e+02,3.760752569865893902e-02
4.217699999999999818e+02,3.808628512817689715e-02
4.222599999999999909e+02,3.799855737789838844e-02
4.227400000000000091e+02,3.830936016045242282e-02
4.232200000000000273e+02,3.897623951441940571e-02
4.237099999999999795e+02,3.921101806336222545e-02
4.241899999999999977e+02,3.966559408560876160e-02
4.246700000000000159e+02,3.981202897805766888e-02
4.251499999999999773e+02,4.038797013163723110e-02
4.256399999999999864e+02,4.026811285933745016e-02
4.261200000000000045e+02,4.091366341916326949e-02
4.266000000000000227e+02,4.168006607204664815e-02
4.270799999999999841e+02,4.145607089692915359e-02
4.275600000000000023e+02,4.191177844189039603e-02
4.280500000000000114e+02,4.194884628223495560e-02
4.285299999999999727e+02,4.235014670511126622e-02
4.290099999999999909e+02,4.311135920202152638e-02
4.294900000000000091e+02,4.332789850417953503e-02
4.299700000000000273e+02,4.382652530435061228e-02
4.304499999999999886e+02,4.417262379509510201e-02
4.309399999999999977e+02,4.406657592400886614e-02
4.314200000000000159e+02,4.399084727681393248e-02
4.318999999999999773e+02,4.487634915804087493e-02
4.323799999999999955e+02,4.537705980426023911e-02
4.328600000000000136e+02,4.576558431374299490e-02
4.333399999999999750e+02,4.530180486958600844e-02
4.338199999999999932e+02,4.671949949976716282e-02
4.343000000000000114e+02,4.677822823771320832e-02
4.347799999999999727e+02,4.739285768342677702e-02
4.352599999999999909e+02,4.815027856230652548e-02
4.357400000000000091e+02,4.825945254841296217e-02
4.362200000000000273e+02,4.870999601638147797e-02
4.366999999999999886e+02,4.929187452497012234e-02
4.371800000000000068e+02,4.948410173498639375e-02
4.376600000000000250e+02,4.953361552479462748e-02
4.381399999999999864e+02,5.050791650610120254e-02
4.386200000000000045e+02,5.058408851962408609e-02
4.391000000000000227e+02,5.121380858739976033e-02
4.395699999999999932e+02,5.132792227349721598e-02
4.400500000000000114e+02,5.225086535452103803e-02
4.405299999999999727e+02,5.217476216848241505e-02
4.410099999999999909e+02,5.320635727342840071e-02
4.414900000000000091e+02,5.284358057822089588e-02
4.419700000000000273e+02,5.388399354701300936e-02
4.424399999999999977e+02,5.443908055892992398e-02
4.429200000000000159e+02,5.465077330806680095e-02
4.433999999999999773e+02,5.495926819556409826e-02
4.438799999999999955e+02,5.584149795919161885e-02
4.443600000000000136e+02,5.597549126132109198e-02
4.448299999999999841e+02,5.654124503532770296e-02
4.453100000000000023e+02,5.671153328261747256e-02
4.457900000000000205e+02,5.702571095753465602e-02
4.462699999999999818e+02,5.787099512083160313e-02
4.467400000000000091e+02,5.840470935934383157e-02
4.472200000000000273e+02,5.894273665855750965e-02
4.476999999999999886e+02,5.948084225924574198e-02
4.481700000000000159e+02,5.970206952210017903e-02
4.486499999999999773e+02,6.081999639604586394e-02
4.491299999999999955e+02,6.068869016512739439e-02
4.496000000000000227e+02,6.107856855951571823e-02
4.500799999999999841e+02,6.157470736875048090e-02
4.505500000000000114e+02,6.208871417580008600e-02
4.510299999999999727e+02,6.269510279758742921e-02
4.515099999999999909e+02,6.340447381468804211e-02
4.519800000000000182e+02,6.336570396649730819e-02
4.524599999999999795e+02,6.400273165664603636e-02
4.529300000000000068e+02,6.472272246399018991e-02
4.534100000000000250e+02,6.556145402139358647e-02
4.538799999999999955e+02,6.554664005211384425e-02
4.543600000000000136e+02,6.640415631728467660e-02
4.548299999999999841e+02,6.627650511435355385e-02
4.553100000000000023e+02,6.704174342370824990e-02
4.557799999999999727e+02,6.786056315254776483e-02
4.562599999999999909e+02,6.853784634567858247e-02
4.567300000000000182e+02,6.875378218812033815e-02
4.571999999999999886e+02,6.945595267952363316e-02
4.576800000000000068e+02,7.015572348707063699e-02
4.581499999999999773e+02,7.019178519615892897e-02
4.586299999999999955e+02,7.097087496008612495e-02
4.591000000000000227e+02,7.210619843826318598e-02
4.595699999999999932e+02,7.208195414797032019e-02
4.600500000000000114e+02,7.252228347459804825e-02
4.605199999999999818e+02,7.291172765949203993e-02
4.609900000000000091e+02,7.373926416126287686e-02
4.614700000000000273e+02,7.394939694541380337e-02
4.619399999999999977e+02,7.478801538942990434e-02
4.624100000000000250e+02,7.550326633851245361e-02
4.628899999999999864e+02,7.573215671092435597e-02
4.633600000000000136e+02,7.671984858523411832e-02
4.638299999999999841e+02,7.684404967321672997e-02
4.643000000000000114e+02,7.787692764969325609e-02
4.647799999999999727e+02,7.839042697944953453e-02
4.652500000000000000e+02,7.893969976712779391e-02
4.657200000000000273e+02,7.927707660066785067e-02
4.661899999999999977e+02,8.015014947201913598e-02
4.666600000000000250e+02,8.097751335403946538e-02
4.671299999999999955e+02,8.090317865958412957e-02
4.676100000000000136e+02,8.151410083736058965e-02
4.680799999999999841e+02,8.230505290749816349e-02
4.685500000000000114e+02,8.294621249715611322e-02
4.690199999999999818e+02,8.316022138510086037e-02
4.694900000000000091e+02,8.403957551987810415e-02
4.699599999999999795e+02,8.459369339354262662e-02
4.704300000000000068e+02,8.494327458693326505e-02
4.708999999999999773e+02,8.601888337286801856e-02
4.713700000000000045e+02,8.621160523368193163e-02
4.718399999999999750e+02,8.696974010982629066e-02
4.723100000000000023e+02,8.754158836098294150e-02
4.727799999999999727e+02,8.858280073175432701e-02
4.732500000000000000e+02,8.918016717349033784e-02
4.737200000000000273e+02,8.997563246384752966e-02
4.741899999999999977e+02,9.010424262239184745e-02
4.746600000000000250e+02,9.045121600612174295e-02
4.751299999999999955e+02,9.173010090459722543e-02
4.756000000000000227e+02,9.208470153908812628e-02
4.760699999999999932e+02,9.275736611368901041e-02
4.765400000000000205e+02,9.357046328972223881e-02
4.770099999999999909e+02,9.428245530232089167e-02
4.774800000000000182e+02,9.493860478868332287e-02
4.779499999999999886e+02,9.542537718999301311e-02
4.784200000000000159e+02,9.577398733959978372e-02
4.788799999999999955e+02,9.667602146156689669e-02
4.793500000000000227e+02,9.729282739309559613e-02
4.798199999999999932e+02,9.787272326820051216e-02
4.802900000000000205e+02,9.892443012649780598e-02
4.807599999999999909e+02,9.956920013116590806e-02
4.812200000000000273e+02,9.975171794529721914e-02
4.816899999999999977e+02,1.007122625471123800e-01
4.821600000000000250e+02,1.017310884784448505e-01
4.826299999999999955e+02,1.022409725300811451e-01
4.830899999999999750e+02,1.030744529769840323e-01
4.835600000000000023e+02,1.038421373288738458e-01
4.840299999999999727e+02,1.042606621452250859e-01
4.845000000000000000e+02,1.048736757848918871e-01
4.849599999999999795e+02,1.062415970499913931e-01
4.854300000000000068e+02,1.065861867433866711e-01
4.858999999999999773e+02,1.075597456612538555e-01
4.863600000000000136e+02,1.081862467671622502e-01
4.868299999999999841e+02,1.090362235197826907e-01
4.873000000000000114e+02,1.096785483208283923e-01
4.877599999999999909e+02,1.107813479150598635e-01
4.882300000000000182e+02,1.118390969150745984e-01
4.886899999999999977e+02,1.125024021491093373e-01
4.891600000000000250e+02,1.130748854950294896e-01
4.896200000000000045e+02,1.140758485131110889e-01
4.900899999999999750e+02,1.147832389057039243e-01
4.905600000000000023e+02,1.156571863775204267e-01
4.910199999999999818e+02,1.167526064529082752e-01
4.914900000000000091e+02,1.175273999987408446e-01
4.919499999999999886e+02,1.186303529755986241e-01
4.924200000000000159e+02,1.192024961478154454e-01
4.928799999999999955e+02,1.202937113227080523e-01
4.933399999999999750e+02,1.209944763983224481e-01
4.938100000000000023e+02,1.220217117651544447e-01
4.942699999999999818e+02,1.227393095523886257e-01
4.947400000000000091e+02,1.229265059055624221e-01
4.951999999999999886e+02,1.242991795702245300e-01
4.956700000000000159e+02,1.250301438930730424e-01
4.961299999999999955e+02,1.258818124383358772e-01
4.965899999999999750e+02,1.265199336875568736e-01
4.970600000000000023e+02,1.272702843948691209e-01
4.975199999999999818e+02,1.283440389008329574e-01
4.979800000000000182e+02,1.288617097409764101e-01
4.984499999999999886e+02,1.298761995530879898e-01
4.989100000000000250e+02,1.303888481231955110e-01
4.993700000000000045e+02,1.314005125801348817e-01
4.998399999999999750e+02,1.323651454877067257e-01
5.003000000000000114e+02,1.332027003818062882e-01
5.007599999999999909e+02,1.340324723530038897e-01
5.012200000000000273e+02,1.349088843718327657e-01
5.016899999999999977e+02,1.356867614721379289e-01
5.021499999999999773e+02,1.369769579356407141e-01
5.026100000000000136e+02,1.377700922407835427e-01
5.030699999999999932e+02,1.386170821768293038e-01
5.035299999999999727e+02,1.395565835376936237e-01
5.040000000000000000e+02,1.405917695727064709e-01
5.044599999999999795e+02,1.414996824444437473e-01
5.049200000000000159e+02,1.425003356457887060e-01
5.053799999999999955e+02,1.434054435419887530e-01
5.058399999999999750e+02,1.442675962104312815e-01
5.063000000000000114e+02,1.451954212874432548e-01
5.067599999999999909e+02,1.462456565395809926e-01
5.072200000000000273e+02,1.471417946235152041e-01
5.076899999999999977e+02,1.483035579531387371e-01
5.081499999999999773e+02,1.493903137590376073e-01
5.086100000000000136e+02,1.503196164336716711e-01
5.090699999999999932e+02,1.514157108481517522e-01
5.095299999999999727e+02,1.523334789693876479e-01
5.099900000000000091e+02,1.532414493389454846e-01
5.104499999999999886e+02,1.541953366172681972e-01
5.109100000000000250e+02,1.551475244915693774e-01
5.113700000000000045e+02,1.561121624546343012e-01
5.118299999999999841e+02,1.573957755330799291e-01
5.122899999999999636e+02,1.582782166520805833e-01
